"","commute","county","cz","state","mobility","top1pc_share","gini","teen_birthrate","par_inc_median","kid_inc_median","mobility_hi","commute_hi"
"1",22.29349645,"Autauga","Montgomery","Alabama",38.38125,0.06143,0.38059,0.17811,53900,31900,0,1
"2",25.29381816,"Baldwin","Mobile","Alabama",39.6475,0.12719,0.49101,0.16965,53600,30200,0,1
"3",25.08000599,"Barbour","Eufaula","Alabama",36.11125,0.09734,0.49161,0.23842,32000,22400,0,1
"4",24.62755503,"Bibb","Tuscaloosa","Alabama",39.084,0.06622,0.41776,0.225,36500,26800,0,1
"5",23.63284769,"Blount","Birmingham","Alabama",41.97575,0.06281,0.33367,0.20429,50200,33200,0,1
"6",26.7714497,"Bullock","Auburn","Alabama",34.235,0.14885,0.46367,0.27715,24700,18200,0,1
"7",22.04592431,"Butler","Montgomery","Alabama",37.869,0.11457,0.50003,0.20549,27800,22700,0,1
"8",24.89512894,"Calhoun","LaGrange","Alabama",38.28575,0.10314,0.43185,0.20993,46600,28300,0,1
"9",20.63399797,"Chambers","LaGrange","Alabama",35.42525,0.10488,0.42276,0.25121,34700,21600,0,0
"10",23.29557377,"Cherokee","Rome","Alabama",36.96075,0.10685,0.40586,0.27286,37500,25000,0,1
"11",23.99969623,"Chilton","Birmingham","Alabama",40.2625,0.06643,0.39164,0.22662,43200,29300,0,1
"12",30.20711974,"Choctaw","Demopolis","Alabama",40.462,0.07383,0.47039,0.19341,31700,25700,0,1
"13",24.36113596,"Clarke","Mobile","Alabama",39.93,0.07472,0.46478,0.21393,35700,27300,0,1
"14",21.86497837,"Clay","Talladega","Alabama",40.90025,0.06498,0.38467,0.23004,34600,27600,0,1
"15",23.5913144,"Cleburne","LaGrange","Alabama",43.92925,0.0385,0.29617,0.23194,46200,34200,1,1
"16",20.91900736,"Coffee","Dothan","Alabama",40.96075,0.1181,0.44971,0.19025,49800,32500,0,0
"17",24.9992467,"Colbert","Florence","Alabama",38.75325,0.07905,0.42575,0.21392,48900,29300,0,1
"18",23.25863583,"Conecuh","Atmore","Alabama",38.52725,0.14462,0.48411,0.21314,27900,24000,0,1
"19",26.12767805,"Coosa","Talladega","Alabama",37.909,0.0745,0.33178,0.24528,30300,22900,0,1
"20",20.02246568,"Covington","Troy","Alabama",43.41075,0.10436,0.46463,0.21293,39600,32000,0,0
"21",24.42111844,"Crenshaw","Troy","Alabama",43.99475,0.05851,0.40234,0.19374,32300,30500,1,1
"22",23.46485721,"Cullman","Birmingham","Alabama",42.19625,0.09115,0.39535,0.18097,47300,33000,0,1
"23",23.44077917,"Dale","Dothan","Alabama",39.814,0.10967,0.41283,0.20472,44200,28200,0,1
"24",25.20330394,"Dallas","Tuscaloosa","Alabama",35.53425,0.11566,0.53682,0.24282,27100,19400,0,1
"25",21.35824954,"De Kalb","Gadsden","Alabama",42.36975,0.13012,0.4428,0.22032,42800,31900,0,0
"26",23.19505644,"Elmore","Montgomery","Alabama",39.096,0.0602,0.37882,0.18292,51000,30400,0,1
"27",23.05769231,"Escambia","Atmore","Alabama",40.16275,0.13828,0.48874,0.23219,37300,28500,0,1
"28",22.161525,"Etowah","Gadsden","Alabama",39.3355,0.11214,0.47687,0.2011,44000,28500,0,1
"29",23.74610403,"Fayette","Jasper","Alabama",42.8365,0.08315,0.38457,0.2504,41800,34600,0,1
"30",22.25690304,"Franklin","Florence","Alabama",42.63425,0.11765,0.43984,0.16844,44700,32000,0,1
"31",19.06378211,"Geneva","Dothan","Alabama",38.62975,0.11754,0.43368,0.21458,35000,26600,0,0
"32",25.91464916,"Greene","Demopolis","Alabama",34.7865,0.09509,0.45285,0.24,22800,16900,0,1
"33",24.40318907,"Hale","Tuscaloosa","Alabama",37.15075,0.22902,0.58746,0.24009,24800,21100,0,1
"34",23.63348214,"Henry","Dothan","Alabama",37.73975,0.0843,0.4435,0.20674,36300,26100,0,1
"35",22.51037721,"Houston","Dothan","Alabama",38.06675,0.137,0.5577,0.18556,45900,27800,0,1
"36",23.28385702,"Jackson","Gadsden","Alabama",42.1295,0.06527,0.34828,0.19435,46800,33700,0,1
"37",28.95941988,"Jefferson","Birmingham","Alabama",36.17025,0.17284,0.59987,0.16791,50500,26900,0,1
"38",22.51018208,"Lamar","Jasper","Alabama",44.29325,0.05022,0.341,0.16867,38200,34100,1,1
"39",22.00860913,"Lauderdale","Florence","Alabama",42.20925,0.14518,0.4816,0.15554,54400,33900,0,1
"40",23.92541096,"Lawrence","Huntsville","Alabama",40.60025,0.04112,0.38046,0.22149,47300,29900,0,1
"41",21.89136528,"Lee","Auburn","Alabama",36.66875,0.11825,0.51055,0.17317,47600,25700,0,1
"42",26.02855606,"Limestone","Huntsville","Alabama",38.87725,0.06664,0.39849,0.18344,55700,31200,0,1
"43",34.08927904,"Lowndes","Montgomery","Alabama",34.69475,0.09429,0.41804,0.23181,24700,17800,0,1
"44",25.10347682,"Macon","Auburn","Alabama",33.736,0.0474,0.33574,0.24718,29100,18000,0,1
"45",26.26801665,"Madison","Huntsville","Alabama",37.14675,0.10971,0.45276,0.15764,66200,31200,0,1
"46",21.58933373,"Marengo","Demopolis","Alabama",37.76025,0.07667,0.51873,0.19223,31400,24600,0,0
"47",22.21018735,"Marion","Jasper","Alabama",43.15925,0.07259,0.39704,0.20139,42800,34500,0,1
"48",22.47479555,"Marshall","Gadsden","Alabama",41.724,0.11419,0.45531,0.22938,45600,31800,0,1
"49",26.24699494,"Mobile","Mobile","Alabama",37.3975,0.13674,0.54517,0.21449,42000,24900,0,1
"50",24.2272948,"Monroe","Atmore","Alabama",38.109,0.07405,0.48253,0.22233,39400,26100,0,1
"51",26.60645118,"Montgomery","Montgomery","Alabama",34.334,0.1526,0.62169,0.19637,39900,22500,0,1
"52",25.57603154,"Morgan","Huntsville","Alabama",38.84425,0.11091,0.42381,0.17651,60500,31600,0,1
"53",22.03103448,"Perry","Tuscaloosa","Alabama",36.00425,0.09004,0.41919,0.24466,20200,17500,0,1
"54",21.09207267,"Pickens","Columbus","Alabama",37.72725,0.05757,0.40488,0.25025,28200,22500,0,0
"55",23.05303997,"Pike","Troy","Alabama",40.0195,0.23138,0.65254,0.22786,27000,25300,0,1
"56",19.88506944,"Randolph","LaGrange","Alabama",38.193,0.08899,0.41234,0.25087,33300,24400,0,0
"57",22.30133007,"Russell","Columbus","Alabama",35.736,0.0648,0.39048,0.24094,38100,22700,0,1
"58",23.48893856,"St Clair","Birmingham","Alabama",40.81125,0.08665,0.4124,0.20837,48000,31500,0,1
"59",28.63063593,"Shelby","Birmingham","Alabama",40.416,0.13815,0.4389,0.11625,82600,39500,0,1
"60",25.03560055,"Sumter","Demopolis","Alabama",35.72875,0.14947,0.56031,0.2489,23300,19400,0,1
"61",27.11454625,"Talladega","Talladega","Alabama",37.41425,0.08208,0.42405,0.24922,35500,24300,0,1
"62",22.11893171,"Tallapoosa","Talladega","Alabama",37.98175,0.06756,0.44621,0.19446,32300,24000,0,1
"63",24.95479038,"Tuscaloosa","Tuscaloosa","Alabama",37.267,0.1485,0.52923,0.18662,50200,27600,0,1
"64",25.74006515,"Walker","Jasper","Alabama",41.079,0.08008,0.414,0.21488,45700,30900,0,1
"65",33.69617724,"Washington","Mobile","Alabama",43.06925,0.04787,0.38662,0.21394,44300,33200,0,1
"66",30.45183486,"Wilcox","Mobile","Alabama",35.093,0.07286,0.43336,0.21377,22700,17600,0,1
"67",24.14419721,"Winston","Jasper","Alabama",41.11875,0.17605,0.50048,0.20294,33800,28700,0,1
"68",22.62972361,"Anchorage","Anchorage","Alaska",44.1235,0.09214,0.35084,0.12017,86000,42300,1,1
"69",9.366184921,"Bethel","Bethel","Alaska",34.128,0.05727,0.4335,0.19946,46200,21700,0,0
"70",19.23700746,"Fairbanks North Star","Fairbanks","Alaska",45.03675,0.07866,0.29291,0.12931,79600,41500,1,0
"71",17.00593731,"Juneau","Juneau","Alaska",41.71875,0.05548,0.25827,0.10036,94100,40900,0,0
"72",18.37903896,"Kenai Peninsula","Anchorage","Alaska",47.29075,0.0517,0.34218,0.11943,73000,43200,1,0
"73",16.23539571,"Ketchikan Gateway","Ketchikan","Alaska",43.76075,0.07868,0.29707,0.14205,82500,37600,1,0
"74",15.72242566,"Kodiak Island","Kodiak","Alaska",45.727,0.14251,0.37145,0.10382,70500,38500,1,0
"75",21.15806001,"Matanuska Susitna","Anchorage","Alaska",47.71325,0.05824,0.30911,0.11943,76200,43100,1,0
"76",7.92906291,"Nome","Nome","Alaska",30.67975,0.06635,0.39163,0.23598,54700,23800,0,0
"77",27.23944444,"North Slope","Barrow","Alaska",31.1665,0.05017,0.26127,0.22802,101700,32400,0,1
"78",11.57070919,"Northwest Arctic","Kotzebue","Alaska",31.34025,0.03179,0.30214,0.25478,54500,21700,0,0
"79",14.08075905,"Prince Wales Ketchikan","Ketchikan","Alaska",38.59025,0.07069,0.35162,0.14235,53200,31100,0,0
"80",11.92695429,"Sitka","Sitka","Alaska",38.02825,0.03945,0.26256,0.09538,77100,35700,0,0
"81",19.16266623,"Southeast Fairbanks","Fairbanks","Alaska",50.70975,0.04145,0.35578,0.12853,61400,42900,1,0
"82",15.95551172,"Valdez Cordova","Valdez","Alaska",45.864,0.03202,0.32983,0.10621,80300,43400,1,0
"83",10.5475,"Wrangell Petersburg","Sitka","Alaska",44.2265,0.05853,0.28693,0.09709,72300,37700,1,0
"84",8.548161121,"Yukon Koyukuk","Fairbanks","Alaska",41.88125,0.05725,0.33657,0.19585,51000,31200,0,0
"85",26.46966642,"Apache","Gallup","Arizona",34.5825,0.05989,0.36421,0.20143,34000,21100,0,1
"86",21.34687002,"Cochise","Tucson","Arizona",42.88025,0.06031,0.3766,0.18264,47800,31900,0,0
"87",19.52310309,"Coconino","Flagstaff","Arizona",39.52625,0.06645,0.40626,0.16158,54800,30000,0,0
"88",20.64627201,"Gila","Phoenix","Arizona",38.15425,0.074,0.38891,0.2378,46600,28700,0,0
"89",19.26280027,"Graham","Safford","Arizona",44.6765,0.07428,0.32642,0.23147,53900,38400,1,0
"90",30.28541046,"Greenlee","Safford","Arizona",44.4405,0.03983,0.18058,0.22869,63300,42400,1,1
"91",19.67722057,"La Paz","Los Angeles","Arizona",37.16575,0.11297,0.48451,0.21967,35500,24500,0,0
"92",28.52952195,"Maricopa","Phoenix","Arizona",40.7155,0.17029,0.48705,0.16499,65900,34300,0,1
"93",18.50617999,"Mohave","Las Vegas","Arizona",40.42675,0.09755,0.43817,0.19502,40900,28200,0,0
"94",23.00759058,"Navajo","Gallup","Arizona",35.84375,0.08296,0.39078,0.20148,43400,24800,0,1
"95",25.76942149,"Pima","Tucson","Arizona",38.986,0.12577,0.47786,0.17156,54800,29700,0,1
"96",25.46914164,"Pinal","Phoenix","Arizona",36.118,0.06405,0.3486,0.2725,44700,25300,0,1
"97",22.69866113,"Santa Cruz","Tucson","Arizona",43.0435,0.18948,0.58322,0.19336,32800,28700,0,1
"98",21.87813356,"Yavapai","Flagstaff","Arizona",43.16825,0.12155,0.44449,0.18016,48000,32200,0,1
"99",20.50306739,"Yuma","Yuma","Arizona",43.98675,0.09702,0.46358,0.2226,38500,31600,1,0
"100",19.76123842,"Arkansas","Stuttgart","Arkansas",39.78275,0.11513,0.47362,0.22998,38700,29400,0,0
"101",19.15525033,"Ashley","Crossett","Arkansas",38.56775,0.0741,0.43977,0.23,45800,28200,0,0
"102",20.08551212,"Baxter","Mountain Home","Arkansas",43.4765,0.12822,0.49517,0.15997,42900,33200,1,0
"103",24.35942406,"Benton","Fayetteville","Arkansas",43.96725,0.30811,0.61217,0.18563,53500,35300,1,1
"104",21.75205006,"Boone","Harrison","Arkansas",44.78375,0.09603,0.43869,0.18745,42800,34900,1,0
"105",19.04664723,"Bradley","Pine Bluff","Arkansas",40.69675,0.06848,0.42894,0.23462,34500,29900,0,0
"106",20.71935214,"Carroll","Harrison","Arkansas",44.376,0.08501,0.4004,0.2,37900,31700,1,0
"107",21.53166756,"Chicot","Pine Bluff","Arkansas",35.12675,0.08157,0.44693,0.26706,25300,19100,0,0
"108",22.21350752,"Clark","Hot Springs","Arkansas",41.01725,0.09565,0.46652,0.22705,39500,28000,0,1
"109",16.03450721,"Clay","Jonesboro","Arkansas",42.275,0.08728,0.37769,0.26052,39700,31000,0,0
"110",22.17616547,"Cleburne","Heber Springs","Arkansas",46.8345,0.08138,0.40903,0.17788,40900,35700,1,1
"111",21.21698113,"Cleveland","Pine Bluff","Arkansas",40.18575,0.09765,0.39011,0.20109,42900,29100,0,0
"112",19.62179291,"Columbia","Magnolia","Arkansas",39.61475,0.07567,0.44413,0.2037,43300,28500,0,0
"113",24.43131152,"Conway","Little Rock","Arkansas",42.88425,0.07143,0.3639,0.19793,44100,33700,0,1
"114",21.13596228,"Craighead","Jonesboro","Arkansas",41.17575,0.09677,0.47895,0.18794,50600,31900,0,0
"115",20.31964239,"Crawford","Fort Smith","Arkansas",41,0.06281,0.37743,0.22817,43700,30200,0,0
"116",22.68153587,"Crittenden","West Memphis","Arkansas",33.493,0.0843,0.48429,0.28741,31300,19700,0,1
"117",19.14940205,"Cross","West Memphis","Arkansas",38.984,0.08113,0.4547,0.2621,33900,24400,0,0
"118",18.66068927,"Dallas","El Dorado","Arkansas",37.0885,0.09544,0.39131,0.24543,35500,23200,0,0
"119",20.42913308,"Desha","Pine Bluff","Arkansas",36.39425,0.05918,0.43152,0.26264,30200,21200,0,0
"120",20.46056058,"Drew","Pine Bluff","Arkansas",38.12075,0.08019,0.46629,0.21225,35900,26900,0,0
"121",22.08025285,"Faulkner","Little Rock","Arkansas",43.27875,0.07965,0.38909,0.17613,60500,39400,0,1
"122",19.70932595,"Franklin","Russellville","Arkansas",45.36775,0.11034,0.37026,0.19509,45000,34300,1,0
"123",18.45604947,"Fulton","West Plains","Arkansas",44.80975,0.06054,0.37204,0.18799,32400,33200,1,0
"124",22.59309948,"Garland","Hot Springs","Arkansas",40.17325,0.15917,0.56273,0.1911,43100,29200,0,1
"125",20.77366061,"Grant","Little Rock","Arkansas",43.37725,0.09574,0.36108,0.19105,56200,38000,0,0
"126",20.45469074,"Greene","Jonesboro","Arkansas",40.67325,0.07817,0.35763,0.20799,45800,31200,0,0
"127",22.68323986,"Hempstead","Hot Springs","Arkansas",37.786,0.08377,0.39368,0.2426,35200,23700,0,1
"128",21.52261368,"Hot Spring","Hot Springs","Arkansas",39.7485,0.06583,0.34228,0.21067,43900,29600,0,0
"129",21.01069767,"Howard","Hot Springs","Arkansas",39.0445,0.05474,0.34984,0.26733,37000,25800,0,0
"130",22.31579935,"Independence","Batesville","Arkansas",44.3325,0.06706,0.3534,0.20252,48600,35900,1,1
"131",20.43080094,"Izard","Batesville","Arkansas",44.13625,0.07713,0.36495,0.2,32800,30100,1,0
"132",22.36122661,"Jackson","Searcy","Arkansas",38.57025,0.07845,0.46362,0.23885,33600,24000,0,1
"133",24.67219943,"Jefferson","Pine Bluff","Arkansas",35.69925,0.09322,0.47291,0.26144,36300,23500,0,1
"134",21.15371738,"Johnson","Russellville","Arkansas",43.53525,0.10121,0.41847,0.24414,37700,32600,1,0
"135",16.62594221,"Lafayette","Magnolia","Arkansas",36.13175,0.04694,0.36319,0.30312,25800,19000,0,0
"136",21.55107527,"Lawrence","Jonesboro","Arkansas",43.20625,0.06513,0.3257,0.19624,37300,31100,0,0
"137",23.37708044,"Lee","West Memphis","Arkansas",37.40625,0.09993,0.43242,0.32158,23700,20300,0,1
"138",22.09384251,"Lincoln","Pine Bluff","Arkansas",38.35625,0.04087,0.29054,0.29341,33900,23500,0,1
"139",23.11322729,"Little River","Texarkana","Arkansas",41.4405,0.04387,0.38214,0.24132,40600,28200,0,1
"140",21.68179698,"Logan","Russellville","Arkansas",43.099,0.0656,0.33935,0.23326,38100,32100,0,0
"141",20.00707466,"Lonoke","Little Rock","Arkansas",39.91475,0.05674,0.34258,0.18983,58700,33300,0,0
"142",21.98906805,"Madison","Fayetteville","Arkansas",43.35225,0.04161,0.30231,0.19829,36800,32000,0,1
"143",20.0356767,"Marion","Mountain Home","Arkansas",44.103,0.09365,0.36739,0.16082,34900,30900,1,0
"144",20.50592644,"Miller","Texarkana","Arkansas",38.13475,0.0571,0.41227,0.25202,43200,26600,0,0
"145",22.84007186,"Mississippi","Blytheville","Arkansas",36.927,0.07183,0.44594,0.29725,31200,22100,0,1
"146",20.50367797,"Monroe","Stuttgart","Arkansas",39.76975,0.06414,0.37846,0.22904,26400,24400,0,0
"147",20.90964083,"Nevada","Hot Springs","Arkansas",39.8285,0.04663,0.35113,0.25063,36600,27600,0,0
"148",27.69441176,"Newton","Harrison","Arkansas",42.8925,0.04904,0.23861,0.22449,34300,28000,0,1
"149",20.61098773,"Ouachita","El Dorado","Arkansas",37.534,0.06852,0.39264,0.22096,37300,25100,0,0
"150",21.35636032,"Perry","Little Rock","Arkansas",44.0035,0.03865,0.304,0.18319,43200,33600,1,0
"151",19.20718482,"Phillips","West Memphis","Arkansas",35.035,0.07582,0.43278,0.28977,23800,18100,0,0
"152",22.90606976,"Pike","Hot Springs","Arkansas",45.277,0.08046,0.40274,0.20297,38800,34800,1,1
"153",18.00710077,"Poinsett","Jonesboro","Arkansas",38.02225,0.05319,0.35657,0.23165,35600,25400,0,0
"154",20.95898463,"Polk","Idabel","Arkansas",45.27925,0.07263,0.37788,0.25982,32200,32000,1,0
"155",20.46431636,"Pope","Russellville","Arkansas",41.435,0.10996,0.48259,0.18589,49500,31900,0,0
"156",19.84340538,"Prairie","Stuttgart","Arkansas",40.4885,0.07499,0.36514,0.20912,38700,27500,0,0
"157",26.30253259,"Pulaski","Little Rock","Arkansas",35.813,0.13638,0.54877,0.1976,50100,27300,0,1
"158",21.76900521,"Randolph","Jonesboro","Arkansas",42.97875,0.08189,0.3667,0.17666,38100,31900,0,0
"159",20.49617333,"St Francis","West Memphis","Arkansas",35.054,0.06132,0.38704,0.28444,28000,19900,0,0
"160",22.31589009,"Saline","Little Rock","Arkansas",40.6035,0.07624,0.35734,0.16255,63000,35100,0,1
"161",20.15454276,"Scott","Fort Smith","Arkansas",42.6995,0.06462,0.31388,0.25679,35600,30600,0,0
"162",23.41426702,"Searcy","Harrison","Arkansas",46.8955,0.07219,0.30485,0.125,28600,31200,1,1
"163",23.52880957,"Sebastian","Fort Smith","Arkansas",40.2115,0.12562,0.49354,0.18801,51700,32000,0,1
"164",21.79494787,"Sevier","Idabel","Arkansas",44.31675,0.05848,0.3691,0.21212,36900,32800,1,0
"165",21.9147366,"Sharp","Batesville","Arkansas",43.7385,0.0588,0.36341,0.2,33300,30000,1,1
"166",19.95775674,"Stone","Heber Springs","Arkansas",39.98475,0.11709,0.41123,0.20286,30700,23200,0,0
"167",22.44008423,"Union","El Dorado","Arkansas",37.3735,0.11172,0.48509,0.22501,43600,27200,0,1
"168",27.68842042,"Van Buren","Heber Springs","Arkansas",45.3905,0.06495,0.37232,0.25191,32300,32300,1,1
"169",22.68592249,"Washington","Fayetteville","Arkansas",42.80275,0.08786,0.448,0.16879,52600,34700,0,1
"170",20.74542216,"White","Searcy","Arkansas",42.80025,0.07854,0.40151,0.21325,44800,33400,0,0
"171",17.983,"Woodruff","Searcy","Arkansas",37.619,0.20196,0.61159,0.26943,28200,24000,0,0
"172",20.41017366,"Yell","Russellville","Arkansas",42.0715,0.13564,0.4199,0.25063,37200,28100,0,0
"173",31.59006405,"Alameda","San Francisco","California",42.4915,0.17864,0.48808,0.10044,75900,37400,0,1
"174",27.63972583,"Amador","Sacramento","California",44.21075,0.07165,0.3413,0.10453,68100,36000,1,1
"175",20.62032898,"Butte","Chico","California",41.30275,0.09922,0.46828,0.10846,52200,31600,0,0
"176",25.47139633,"Calaveras","Sacramento","California",42.82825,0.05048,0.35474,0.09174,58800,33900,0,1
"177",24.82425713,"Colusa","Chico","California",47.8005,0.10313,0.43585,0.19213,42100,36700,1,1
"178",29.09249108,"Contra Costa","San Francisco","California",43.5975,0.17937,0.43169,0.08424,92300,41800,1,1
"179",17.94733649,"Del Norte","Crescent City","California",38.5825,0.06845,0.3779,0.15823,50600,29100,0,0
"180",23.89022522,"El Dorado","Sacramento","California",45.5575,0.12619,0.39818,0.08314,76800,39400,1,1
"181",23.52497301,"Fresno","Fresno","California",40.7555,0.12754,0.54091,0.1917,42800,29900,0,1
"182",21.56138667,"Glenn","Chico","California",43.6155,0.08263,0.41022,0.14168,44500,33500,1,0
"183",19.73838903,"Humboldt","Eureka","California",38.858,0.09017,0.43381,0.10795,54100,29300,0,0
"184",20.25528199,"Imperial","Yuma","California",44.0465,0.10234,0.52384,0.19419,33900,30600,1,0
"185",19.33520937,"Inyo","Mammoth Lakes","California",43.6705,0.08151,0.38858,0.12179,62500,36600,1,0
"186",24.5201799,"Kern","Bakersfield","California",45.3025,0.11529,0.47975,0.19447,50700,36100,1,1
"187",22.92280772,"Kings","Fresno","California",42.15275,0.0709,0.40335,0.20856,46300,31300,0,1
"188",21.85268535,"Lake","Santa Rosa","California",40.41375,0.06274,0.42652,0.1433,46100,29200,0,1
"189",22.52466738,"Lassen","Klamath Falls","California",44.2655,0.04771,0.31441,0.1508,63400,38300,1,1
"190",32.76926021,"Los Angeles","Los Angeles","California",43.304,0.2232,0.63188,0.13989,47100,32100,0,1
"191",25.30243554,"Madera","Fresno","California",41.72725,0.07675,0.42314,0.19314,46800,30300,0,1
"192",31.68506967,"Marin","San Francisco","California",46.6905,0.28885,0.45583,0.02945,111000,44200,1,1
"193",28.31456666,"Mariposa","Modesto","California",45.12975,0.12296,0.46962,0.09636,48400,34900,1,1
"194",21.27058018,"Mendocino","Santa Rosa","California",40.0075,0.13098,0.46032,0.12968,50000,29700,0,0
"195",21.40226316,"Merced","Modesto","California",42.01275,0.091,0.4397,0.17998,43100,30800,0,0
"196",17.77122723,"Modoc","Klamath Falls","California",46.71225,0.06112,0.37552,0.08649,47100,37800,1,0
"197",21.48796992,"Mono","Mammoth Lakes","California",48.144,0.0567,0.36559,0.08309,64400,41000,1,0
"198",24.43068048,"Monterey","San Jose","California",43.621,0.12596,0.47975,0.15821,55200,34000,1,1
"199",27.02401414,"Napa","San Francisco","California",47.30275,0.17066,0.4269,0.08035,77800,40500,1,1
"200",22.0666523,"Nevada","Sacramento","California",44.2235,0.07651,0.39369,0.08249,64200,36700,1,1
"201",29.79606443,"Orange","Los Angeles","California",46.4175,0.16632,0.51131,0.09422,72100,39000,1,1
"202",24.51606303,"Placer","Sacramento","California",45.3795,0.12713,0.38066,0.07319,85200,41500,1,1
"203",20.41037092,"Plumas","Portola","California",44.0265,0.11269,0.37645,0.09403,60400,35400,1,0
"204",27.40047644,"Riverside","Los Angeles","California",41.77525,0.09938,0.42951,0.15534,57200,31800,0,1
"205",28.37293099,"Sacramento","Sacramento","California",41.56775,0.12764,0.47257,0.12464,61700,33700,0,1
"206",23.87736329,"San Benito","San Jose","California",43.776,0.07009,0.38747,0.14414,66300,35200,1,1
"207",27.2645746,"San Bernardino","Los Angeles","California",41.97425,0.08015,0.41458,0.1602,57400,32500,0,1
"208",27.17397976,"San Diego","San Diego","California",44.266,0.17142,0.51564,0.11147,62200,36000,1,1
"209",38.36671976,"San Francisco","San Francisco","California",47.8015,0.36927,0.6789,0.07483,59800,39500,1,1
"210",24.72035225,"San Joaquin","Sacramento","California",42.60575,0.10444,0.44261,0.15107,59800,34300,0,1
"211",21.15757422,"San Luis Obispo","Santa Barbara","California",45.1465,0.11921,0.41708,0.09297,65600,36800,1,0
"212",30.73829049,"San Mateo","San Francisco","California",47.0415,0.29942,0.48991,0.0713,90300,44900,1,1
"213",22.89042169,"Santa Barbara","Santa Barbara","California",44.4415,0.19134,0.51822,0.12135,63600,36200,1,1
"214",29.51464223,"Santa Clara","San Jose","California",45.61575,0.28246,0.50409,0.09031,90700,42200,1,1
"215",23.98437118,"Santa Cruz","San Jose","California",43.44975,0.16702,0.51744,0.11102,65600,35100,1,1
"216",20.03882589,"Shasta","Redding","California",41.943,0.09761,0.43874,0.13378,54100,33700,0,0
"217",19.98354065,"Siskiyou","Klamath Falls","California",44.486,0.05836,0.38588,0.12592,46300,33200,1,0
"218",25.36483898,"Solano","San Francisco","California",42.7895,0.0561,0.3251,0.1192,77600,37100,0,1
"219",24.09345643,"Sonoma","Santa Rosa","California",43.572,0.15327,0.4102,0.07949,77700,37400,1,1
"220",22.37449057,"Stanislaus","Modesto","California",42.183,0.13548,0.46795,0.13881,55200,33100,0,1
"221",22.91700746,"Sutter","Chico","California",44.60575,0.06623,0.412,0.13187,47900,35900,1,1
"222",21.49688121,"Tehama","Redding","California",41.40275,0.05096,0.36691,0.18582,41000,30200,0,0
"223",20.67723062,"Trinity","Eureka","California",42.54975,0.0458,0.35462,0.12598,43000,29500,0,0
"224",21.85380239,"Tulare","Fresno","California",42.134,0.09395,0.48834,0.20829,38300,30300,0,1
"225",24.88677977,"Tuolumne","Modesto","California",44.8435,0.07216,0.40696,0.10675,55300,35800,1,1
"226",24.77617325,"Ventura","Los Angeles","California",44.47275,0.15095,0.45453,0.10734,74000,38200,1,1
"227",25.4463674,"Yolo","Sacramento","California",44.30625,0.08506,0.457,0.10677,62800,36600,1,1
"228",25.03585639,"Yuba","Chico","California",42.44525,0.04927,0.36993,0.1636,41500,31100,0,1
"229",27.56322968,"Adams","Denver","Colorado",41.7005,0.07183,0.3343,0.19459,61800,34100,0,1
"230",20.70988556,"Alamosa","Alamosa","Colorado",44.076,0.07111,0.43053,0.18877,42500,33000,1,0
"231",27.41088073,"Arapahoe","Denver","Colorado",43.96925,0.22636,0.43388,0.09812,90300,41800,1,1
"232",19.41817765,"Archuleta","Farmington","Colorado",43.7215,0.09314,0.45155,0.14249,43200,30400,1,0
"233",25.91829034,"Boulder","Denver","Colorado",46.76725,0.16567,0.38522,0.08484,93200,41900,1,1
"234",16.99323644,"Chaffee","Salida","Colorado",48.0925,0.04764,0.32637,0.12933,56700,38400,1,0
"235",18.20550459,"Conejos","Alamosa","Colorado",48.048,0.05169,0.38932,0.22532,31900,35400,1,0
"236",21.43179038,"Delta","Grand Junction","Colorado",50.3385,0.0903,0.37839,0.17871,46400,40800,1,0
"237",31.69173019,"Denver","Denver","Colorado",37.58025,0.22679,0.61874,0.21732,47700,27800,0,1
"238",26.57055809,"Douglas","Denver","Colorado",47.89075,0.11837,0.23458,0.05,120900,49300,1,1
"239",23.51806026,"Eagle","Glenwood Springs","Colorado",45.8965,0.28534,0.54835,0.11984,75400,39900,1,1
"240",27.80208673,"Elbert","Denver","Colorado",46.73275,0.04752,0.27258,0.10194,81700,40500,1,1
"241",23.35100126,"El Paso","Colorado Springs","Colorado",41.16475,0.11051,0.40102,0.14289,68300,35000,0,1
"242",24.11261296,"Fremont","Colorado Springs","Colorado",45.63275,0.07559,0.35217,0.19208,54100,36200,1,1
"243",29.06359422,"Garfield","Glenwood Springs","Colorado",49.29925,0.07573,0.36075,0.13214,67900,42600,1,1
"244",19.61268254,"Grand","Granby","Colorado",42.6965,0.0812,0.3614,0.09512,65100,38500,0,0
"245",17.14901106,"Gunnison","Gunnison","Colorado",48.31075,0.12546,0.47204,0.09867,63100,38200,1,0
"246",25.28685532,"Huerfano","Trinidad","Colorado",43.2435,0.10825,0.38869,0.24609,37600,31600,0,1
"247",25.7868242,"Jefferson","Denver","Colorado",45.42125,0.12412,0.33037,0.08958,89900,43200,1,1
"248",15.8767834,"Kit Carson","Burlington","Colorado",55.527,0.09035,0.38007,0.12773,47000,47400,1,0
"249",19.76984127,"Lake","Glenwood Springs","Colorado",42.96175,0.05429,0.2906,0.224,60300,34500,0,0
"250",24.04716068,"La Plata","Farmington","Colorado",47.7745,0.11648,0.41451,0.1022,59600,37800,1,1
